% time	cellId	Interference
0.0479286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0489286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0499286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0509286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0519286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0529286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0539286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0549286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0559286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0569286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0579286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0589286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0599286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0609286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0619286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0629286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0639286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0649286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0659286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0669286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0679286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0689286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0699286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0709286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0719286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0729286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0739286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0749286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0759286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0769286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0779286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0789286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0799286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0809286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0819286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0829286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0839286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0849286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0859286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0869286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0879286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0889286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0899286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.0909286	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
